Title,movieId,bag_of_words
How to Train Your Dragon,76093,"jaybaruchel gerardbutler craigferguson americaferrera deandeblois,chrissanders A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y   I M A X"
Tom and Jerry: The Movie,76108,richardkind danahill anndimcafee tonyjay philroman A n i m a t i o n   C h i l d r e n   C o m e d y
About Elly,76111,golshiftehfarahani shahabhosseini taranehalidoosti merilazare'i asgharfarhadi D r a m a   M y s t e r y
Extreme Movie,76119,"patrickj.adams deniseboutte brianburt michaelcera adamjayepstein,andrewjacobson C o m e d y"
Dark Mirror,76121,lisavidal davidchisum joshuapelegrin lupeontiveros pabloproenza T h r i l l e r
Universal Soldier: Regeneration,76130,jean-claudevandamme dolphlundgren andreiarlovski mikepyle johnhyams A c t i o n   D r a m a   S c i - F i   T h r i l l e r
Scar,76145,angelabettis brittneywilson teganmoss bencotton jedweintrob C r i m e   H o r r o r   T h r i l l e r
I Hate Valentine's Day,76147,niavardalos johncorbett stephenguarino amirarison niavardalos C o m e d y   R o m a n c e
Zizek!,76151,slavojzizek astrataylor D o c u m e n t a r y
Air Doll,76158,doonabae arataiura itsujiitao joeodagiri hirokazukoreeda D r a m a
Come Sweet Death,76169,josefhader simonschwarz barbararudnik michaelschönborn wolfgangmurnberger C o m e d y   M y s t e r y   T h r i l l e r
India,76171,josefhader alfreddorfer mariahofstätter rogermurbach paulharather C o m e d y   D r a m a
Micmacs,76173,danyboon andrédussollier yolandemoreau dominiquepinon jean-pierrejeunet C o m e d y   C r i m e
Clash of the Titans,76175,samworthington liamneeson ralphfiennes jasonflemyng louisleterrier A c t i o n   A d v e n t u r e   D r a m a   F a n t a s y
Rockabilly Vampire,76182,stephenblackehart paulstevenson margaretlancaster valentinemiele leebennettsobel C o m e d y   H o r r o r
Miss Météo,76185,anne-mariecadieux patrickbaby chantalbaril jean-françoisblanchard françoisbouvier C o m e d y   D r a m a
Growth,76189,mirceamonroe christophershand norakirkpatrick briankrause gabrielcowan S c i - F i   T h r i l l e r
Growth,76189,mirceamonroe christophershand norakirkpatrick briankrause gabrielcowan S c i - F i   T h r i l l e r
Growth,191411,mirceamonroe christophershand norakirkpatrick briankrause gabrielcowan ( n o   g e n r e s   l i s t e d )
Growth,191411,mirceamonroe christophershand norakirkpatrick briankrause gabrielcowan ( n o   g e n r e s   l i s t e d )
Defendor,76210,woodyharrelson eliaskoteas michaelkelly sandraoh peterstebbings C o m e d y   C r i m e   D r a m a
Bass Ackwards,76217,linasphillips davie-blue sebastienscandiuzzi jimfletcher linasphillips D r a m a
One 2 Ka 4,76238,shahrukhkhan juhichawla jackieshroff nirmalpandey shashilalk.nair A c t i o n   C o m e d y   D r a m a
Shakthi: The Power,76241,karismakapoor nanapatekar sanjaykapoor jaigidwani krishnavamshi A c t i o n   D r a m a
Glorious 39,76244,romolagarai eddieredmayne junotemple tobyregbo stephenpoliakoff D r a m a   R o m a n c e   T h r i l l e r   W a r
Kick-Ass,76251,aarontaylor-johnson garrettm.brown evanpeters deborahtwiss matthewvaughn A c t i o n   C o m e d y
Chalte Chalte,76269,shahrukhkhan ranimukerji jasarora satishshah azizmirza D r a m a
Five Minutes of Heaven,76272,markryder diarmuidnoyes niamhcusack mathewmcelhinney oliverhirschbiegel C r i m e   D r a m a   T h r i l l e r
Karan Arjun,76291,rakheegulzar salmankhan shahrukhkhan amrishpuri rakeshroshan D r a m a
Date Night,76293,stevecarell tinafey markwahlberg tarajip.henson shawnlevy A c t i o n   C o m e d y   R o m a n c e
The Pit and the Pendulum,76298,lancehenriksen stephenlee williamnorris markmargolis stuartgordon H o r r o r
The Pit and the Pendulum,76298,lancehenriksen stephenlee williamnorris markmargolis stuartgordon H o r r o r
The Pit and the Pendulum,124390,lancehenriksen stephenlee williamnorris markmargolis stuartgordon H o r r o r   T h r i l l e r
The Pit and the Pendulum,124390,lancehenriksen stephenlee williamnorris markmargolis stuartgordon H o r r o r   T h r i l l e r
After.Life,76317,christinaricci liamneeson justinlong chandlercanterbury agnieszkawojtowicz-vosloo D r a m a   H o r r o r   T h r i l l e r
Dear Me,76533,walidamini jessicaanderson danielbonjour michaelbowen michaelfeifer C o m e d y   R o m a n c e
Camille,76680,gretagarbo roberttaylor lionelbarrymore elizabethallan georgecukor C o m e d y   D r a m a   R o m a n c e
Sex Positive,76699,donadler richardberkowitz susanbrown demetredaskalakis darylwein D o c u m e n t a r y
Love's Long Journey,76701,erincottrell loganbartholomew williammorgansheppard jamestupper michaellandonjr. D r a m a   R o m a n c e   W e s t e r n
Terry Fator: Live from Las Vegas,76711,terryfator taylordew markgoffman C o m e d y
Downloading Nancy,76716,mariabello rufussewell jasonpatric amybrenneman johanrenck D r a m a   T h r i l l e r
Don McKay,76729,thomashadenchurch rachelharker stephenbenson m.emmetwalsh jakegoldberger D r a m a   M y s t e r y   T h r i l l e r
Taqwacore: The Birth of Punk Islam,76731,rizahmed ariebazhur ammaraziz chrisclover omarmajeed D o c u m e n t a r y
Grim Reaper,76736,cherishlee j.d.head benjaminpitts jamesc.burns michaelfeifer H o r r o r
Steam of Life,76738,"timoaalto pekkaahonen aarneaksila maunoalasuutari joonasberghäll,mikahotakainen D o c u m e n t a r y"
Mortadelo & Filemon: The Big Adventure,76743,benitopocino pepeviyuela dominiquepinon pacosagarzazu javierfesser A c t i o n   A d v e n t u r e   C o m e d y
Mortadelo & Filemon: The Big Adventure,76743,benitopocino pepeviyuela dominiquepinon pacosagarzazu javierfesser A c t i o n   A d v e n t u r e   C o m e d y
American Drug War: The Last White Hope,76751,joearpaio jellobiafra osamabinladen jeffblackburn kevinbooth C r i m e   D o c u m e n t a r y
Peacock,76755,cillianmurphy ellenpage susansarandon joshlucas michaellander T h r i l l e r
Peacock,76755,cillianmurphy ellenpage susansarandon joshlucas michaellander T h r i l l e r
Peacock,169042,cillianmurphy ellenpage susansarandon joshlucas michaellander C o m e d y   D r a m a   R o m a n c e
Peacock,169042,cillianmurphy ellenpage susansarandon joshlucas michaellander C o m e d y   D r a m a   R o m a n c e
Carne,76772,philippenahon blandinelenoir frankiepain marieberto gasparnoé D r a m a   T h r i l l e r
Deep in the Woods,76814,marietrintignant suzannemacaleese maudbuquet alexiastresi lioneldelplanque H o r r o r   T h r i l l e r
Deep in the Woods,76814,marietrintignant suzannemacaleese maudbuquet alexiastresi lioneldelplanque H o r r o r   T h r i l l e r
Deep in the Woods,178597,marietrintignant suzannemacaleese maudbuquet alexiastresi lioneldelplanque D r a m a   R o m a n c e
Deep in the Woods,178597,marietrintignant suzannemacaleese maudbuquet alexiastresi lioneldelplanque D r a m a   R o m a n c e
Daisy,76816,harish sonia laxmi kamalhaasan prathappothen D r a m a   R o m a n c e
Cape No. 7,76818,vanfan chietanaka min-hsiung wei-minying te-shengwei C o m e d y   D r a m a   R o m a n c e
Trench Road,76827,eeroaho kariväänänen eskopesonen tiinalymi veikkoaaltonen C o m e d y   D r a m a
Oh Happy Day,76829,lotteandersen malikyoba dittegråbøl kurtravn hellajoof C o m e d y   R o m a n c e
Cooking with Stella,76864,donmckellar seemabiswas lisaray shriyasaran dilipmehta D r a m a
Until the Light Takes Us,76866,"fenriz vargvikernes euronymous hellhammer aaronaites,audreyewell D o c u m e n t a r y"
Angel of Death,76873,zoëbell jakeabel vailbloom justinhuen pauletheredge A c t i o n   C r i m e   T h r i l l e r
Angel of Death,76873,zoëbell jakeabel vailbloom justinhuen pauletheredge A c t i o n   C r i m e   T h r i l l e r
Angel of Death,178655,zoëbell jakeabel vailbloom justinhuen pauletheredge A c t i o n   T h r i l l e r
Angel of Death,178655,zoëbell jakeabel vailbloom justinhuen pauletheredge A c t i o n   T h r i l l e r
Waking Sleeping Beauty,77154,donhahn ronclements peterschneider royedwarddisney donhahn A n i m a t i o n   D o c u m e n t a r y
Affinity,77156,zoëtapper annamadeley dominiblythe amandaplummer timfywell D r a m a   R o m a n c e
Valhalla Rising,77201,madsmikkelsen alexandermorton stewartporter maartenstevenson nicolaswindingrefn A c t i o n   D r a m a   W a r
Diary of a Wimpy Kid,77206,zacharygordon robertcapron rachaelharris stevezahn thorfreudenthal C h i l d r e n   C o m e d y
Skin,77208,sophieokonedo samneill alicekrige tonykgoroge anthonyfabian D r a m a   M y s t e r y
Hum Tumhare Hain Sanam,77210,shahrukhkhan madhuridixit salmankhan atulagnihotri k.s.adiyaman C o m e d y   D r a m a   R o m a n c e
I Am Love,77240,tildaswinton flavioparenti edoardogabbriellini albarohrwacher lucaguadagnino D r a m a   R o m a n c e
Circle of Eight,77259,johnbishop kirkbovill ryandoom austinhighsmith stephencragg H o r r o r   M y s t e r y
Ballet Shoes,77264,emiliafox victoriawood emmawatson yasminpaige sandragoldbacher C h i l d r e n   D r a m a
Disgrace,77266,johnmalkovich jessicahaines eriqebouaney fionapress stevejacobs D r a m a
For the Love of Movies,77281,katiethurman robertmurdoch nicolezimmer ericbizzarri nickwhite D o c u m e n t a r y
Normal Adolescent Behavior,77296,ambertamblyn ashtonholmes kelligarner darylsabara bethschacter D r a m a   R o m a n c e
Hell,77298,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum D r a m a
Hell,77298,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum D r a m a
Hell,77298,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum D r a m a
Hell,77298,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum D r a m a
Hell,90268,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum H o r r o r   S c i - F i   T h r i l l e r
Hell,90268,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum H o r r o r   S c i - F i   T h r i l l e r
Hell,90268,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum H o r r o r   S c i - F i   T h r i l l e r
Hell,90268,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum H o r r o r   S c i - F i   T h r i l l e r
Hell,171165,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum C r i m e   H o r r o r   T h r i l l e r
Hell,171165,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum C r i m e   H o r r o r   T h r i l l e r
Hell,171165,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum C r i m e   H o r r o r   T h r i l l e r
Hell,171165,lilobaur marcocalamandrei lisavicari larseidinger timfehlbaum C r i m e   H o r r o r   T h r i l l e r
Lego: The Adventures of Clutch Powers,77300,ryanmcpartlin yvonnestrahovski paulmichaelglaser rogerrose howarde.baker A c t i o n   A n i m a t i o n
Dogtooth,77307,christosstergioglou michelevalley angelikipapoulia hristospassalis yorgoslanthimos D r a m a
Genova,77312,m.g.ramachandran p.s.veerappa f.nagoor D r a m a   R o m a n c e
City of Life and Death,77316,yeliu yuanyuangao weifan lanqin chuanlu D r a m a   W a r
Don's Plum,77332,scottbloom kevinconnolly tobeymaguire leonardodicaprio r.d.robb D r a m a
Chizuko's Younger Sister,77344,hikariishida tomokonakajima toshinoriomi tomokashibayama nobuhikoôbayashi D r a m a
As Good as Dead,77349,andiemacdowell caryelwes frankwhaley mattdallas jonathanmossek T h r i l l e r
Glory to the Filmmaker!,77351,takeshikitano tôruemori kayokokishimoto annesuzuki takeshikitano C o m e d y   D r a m a
Achilles and the Tortoise,77353,takeshikitano kanakohiguchi kumikoasô ayaenjôji takeshikitano C o m e d y
Bananas!*,77357,byronrosalesromero juanj.dominguez duanemiller rickmcknight fredrikgertten C r i m e   D o c u m e n t a r y   D r a m a
Tenure,77370,lukewilson gretchenmol davidkoechner sashaalexander mikemillion C o m e d y
Cyrus,77421,"johnc.reilly jonahhill marisatomei catherinekeener jayduplass,markduplass C o m e d y   D r a m a   R o m a n c e"
Darkness and Light,77442,kang-ilee ming-shioutsai bau-hueishie huang-jihe tso-chichang D r a m a
Exit Through the Gift Shop,77455,banksy mr.brainwash deboraguetta spaceinvader banksy C o m e d y   D o c u m e n t a r y
Solomon Kane,77540,jamespurefoy marko'neal robertorr richardryan m.j.bassett A c t i o n   A d v e n t u r e   F a n t a s y   H o r r o r
Iron Man 2,77561,robertdowneyjr. gwynethpaltrow doncheadle scarlettjohansson jonfavreau A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r   I M A X
Lebanon,77596,yoavdonat itaytiran oshricohen michaelmoshonov samuelmaoz D r a m a   W a r
Marmaduke,77665,owenwilson emmastone georgelopez christophermintz-plasse tomdey C o m e d y
MacGruber,77667,willforte kristenwiig ryanphillippe valkilmer jormataccone A c t i o n   C o m e d y
Ca$h,77672,seanbean chrishemsworth victoriaprofeta mikestarr stephenmilburnanderson C r i m e   T h r i l l e r
Ca$h,77672,seanbean chrishemsworth victoriaprofeta mikestarr stephenmilburnanderson C r i m e   T h r i l l e r
Ca$h,84173,seanbean chrishemsworth victoriaprofeta mikestarr stephenmilburnanderson A c t i o n   C o m e d y   C r i m e   T h r i l l e r
Ca$h,84173,seanbean chrishemsworth victoriaprofeta mikestarr stephenmilburnanderson A c t i o n   C o m e d y   C r i m e   T h r i l l e r
"When I Grow Up, I'll Be a Kangaroo",77707,sergejtrifunovic marijakaran nebojsaglogovac borismilivojevic radivojeandric C o m e d y
Games of Love and Chance,77715,osmanelkharraz saraforestier sabrinaouazani nanoubenhamou abdellatifkechiche D r a m a   R o m a n c e
Voyager,77719,samshepard juliedelpy barbarasukowa dieterkirchlechner volkerschlöndorff D r a m a
Vengeance,77731,johnnyhallyday anthonychau-sangwong simonyam suetlam johnnieto A c t i o n   C r i m e   T h r i l l e r
Confessions of a Gangsta,77734,allenaikens michellefenton jonas sheena collincamino A c t i o n
Crazy Stone,77736,taoguo teddylin hualiu gangliu haoning C o m e d y   C r i m e
Living Death,77738,kristyswanson gregbryk joshuapeace kelseymatheson erinberry D r a m a   H o r r o r   T h r i l l e r
Getting Any?,77752,duncan moekoezawa takaguadalcanal hakuryû takeshikitano C o m e d y
Los Bandoleros,77770,vindiesel michellerodriguez sungkang tegocalderon vindiesel A c t i o n   D r a m a
Big River Man,77774,matthewmohlke borutstrel martinstrel johnmaringouin D o c u m e n t a r y
Virtuality,77780,nikolajcoster-waldau kerrybishé joybryant josepablocantillo peterberg D r a m a   S c i - F i   T h r i l l e r
Four Lions,77800,rizahmed arsherali nigellindsay kayvannovak christophermorris C o m e d y   D r a m a
Cream Lemon,77802,yûkohosoe sachikokatsumata akifumimiura kenjimizuhashi nobuhiroyamashita C o m e d y   D r a m a
Diary of a Nymphomaniac,77810,belénfabra leonardosbaraglia llumbarrera geraldinechaplin christianmolina D r a m a
"Lord, Save Us from Your Followers",77816,davidanderson jamesbarnes hugoblack lewisblack danmerchant D o c u m e n t a r y
Gunless,77818,paulgross siennaguillory dustinmilligan tylermane williamphillips A c t i o n   C o m e d y   D r a m a   W e s t e r n
Furry Vengeance,77820,brendanfraser rickygarcia eugenecordero patriceo'neal rogerkumble C h i l d r e n   C o m e d y
"Fine, Totally Fine",77831,yoshiyoshiarakawa yoshinokimura yoshinoriokada yûkaarai yosukefujita C o m e d y
You Don't Know Jack,77837,alpacino brendavaccaro johngoodman deirdreo'connell barrylevinson D r a m a
St Trinian's 2: The Legend of Fritton's Gold,77841,"ruperteverett colinfirth davidtennant talulahriley oliverparker,barnabythompson A d v e n t u r e   C o m e d y"
12 Angry Men,77846,martinbalsam johnfiedler leej.cobb e.g.marshall sidneylumet C r i m e   D r a m a
Tales of Terror,77852,vincentprice maggiepierce leonagage peterlorre rogercorman H o r r o r
Robin Hood,77866,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A c t i o n   A d v e n t u r e   D r a m a   R o m a n c e   W a r
Robin Hood,77866,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A c t i o n   A d v e n t u r e   D r a m a   R o m a n c e   W a r
Robin Hood,77866,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A c t i o n   A d v e n t u r e   D r a m a   R o m a n c e   W a r
Robin Hood,176267,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A c t i o n   D r a m a   R o m a n c e
Robin Hood,176267,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A c t i o n   D r a m a   R o m a n c e
Robin Hood,176267,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A c t i o n   D r a m a   R o m a n c e
Robin Hood,191469,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A d v e n t u r e
Robin Hood,191469,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A d v e n t u r e
Robin Hood,191469,russellcrowe cateblanchett maxvonsydow williamhurt ridleyscott A d v e n t u r e
Heartbeats,77883,moniachokri nielsschneider xavierdolan annedorval xavierdolan C o m e d y   D r a m a
