Title,genres,Director,Actors
Experimenter,Drama,Michael Almereyda,"John Palladino, Anthony Edwards, Jim Gaffigan, Peter Sarsgaard"
Z for Zachariah,Sci-Fi,Craig Zobel,"Chiwetel Ejiofor, Margot Robbie, Chris Pine"
Knight of Cups,Drama,Terrence Malick,"Christian Bale, Cate Blanchett, Natalie Portman, Brian Dennehy"
Crimson Peak,Horror,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam"
Youth,Drama,Paolo Sorrentino,"The Retrosettes, Gabriella Belisario, Laura De Marchi, Rachel Weisz"
Macbeth,Drama,Justin Kurzel,"Jack Madigan, Frank Madigan, Michael Fassbender, Marion Cotillard"
The Suicide Theory,Drama|Thriller,Dru Brown,"Steve Mouzakis, Leon Cain, Joss McWilliam, Matthew Scully"
Room,Drama,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson"
American Ultra,Action|Comedy|Sci-Fi|Thriller,Nima Nourizadeh,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton"
Seashore,Drama,"Filipe Matzembacher, Marcio Reolon","Mateus Almada, Maurício Barcellos, Elisa Brittes, Fernando Hart"
American Ninja 5,Action,Bob Bralver,"David Bradley, Lee Reyes, Anne Dupont, Pat Morita"
Starship Troopers 2: Hero of the Federation,Action|Horror|Sci-Fi|War,Phil Tippett,"Billy Brown, Richard Burgi, Kelly Carlson, Cy Carter"
Over the Hedge,Adventure|Animation|Children|Comedy,"Tim Johnson, Karey Kirkpatrick","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes"
Blackadder Back & Forth,Comedy,Paul Weiland,"Rowan Atkinson, Tony Robinson, Stephen Fry, Hugh Laurie"
Wild Child,Drama|Romance,Nick Moore,"Emma Roberts, Lexi Ainsworth, Shelby Young, Johnny Pacar"
Suture,Film-Noir|Thriller,"Scott McGehee, David Siegel","Dennis Haysbert, Mel Harris, Sab Shimono, Dina Merrill"
American Virgin,Comedy,Clare Kilner,"Jenna Dewan, Bo Burnham, Brianne Davis, Rob Schneider"
Pokémon 3: The Movie,Animation|Children,"Kunihiko Yuyama, Michael Haigney","Rica Matsumoto, Veronica Taylor, Rachael Lillis, Ikue Ôtani"
Almost an Angel,Comedy,John Cornell,"Paul Hogan, Elias Koteas, Linda Kozlowski, Doreen Lang"
Lionheart,Action,Sheldon Lettich,"Jean-Claude Van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan"
Day Watch,Action|Fantasy|Horror|Thriller,Timur Bekmambetov,"Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina"
Superman Returns,Action|Adventure|Sci-Fi|IMAX,Bryan Singer,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden"
Fido,Comedy|Horror|Thriller,Andrew Currie,"David Kaye, Jan Skorzewski, Kevin Tyell, Andy Parkin"
Daybreakers,Action|Drama|Horror|Thriller,"Michael Spierig, Peter Spierig","Harriet Minto-Day, Jay Laga'aia, Damien Garvey, Sahaj Dumpleton"
Ulee's Gold,Drama,Victor Nunez,"Peter Fonda, Patricia Richardson, Christine Dunford, Tom Wood"
One True Thing,Drama,Carl Franklin,"Meryl Streep, Renée Zellweger, William Hurt, Tom Everett Scott"
Beautiful Thing,Drama|Romance,Hettie Macdonald,"Linda Henry, Glen Berry, Scott Neal, Tameka Empson"
Hedwig and the Angry Inch,Comedy|Drama|Musical,John Cameron Mitchell,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski"
Zeitgeist: Moving Forward,Documentary,Peter Joseph,"Peter Joseph, Robert Sapolsky, Gabor Mate, Richard Wilkinson"
DMT: The Spirit Molecule,Documentary,Mitch Schultz,"Joe Rogan, Ralph Abraham, Joel Bakst, Steven Barker"
Movie 43,Comedy,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","Dennis Quaid, Greg Kinnear, Common, Charlie Saxton"
How to Make Money Selling Drugs,Documentary,Matthew Cooke,"Woody Harrelson, Susan Sarandon, Eminem, 50 Cent"
Madeline,Children|Comedy,Daisy von Scherler Mayer,"Frances McDormand, Nigel Hawthorne, Hatty Jones, Ben Daniels"
Dudley Do-Right,Children|Comedy,Hugh Wilson,"Brendan Fraser, Sarah Jessica Parker, Alfred Molina, Eric Idle"
In the Army Now,Comedy|War,Daniel Petrie Jr.,"Pauly Shore, Andy Dick, Lori Petty, David Alan Grier"
Firestorm,Action|Adventure|Thriller,Dean Semler,"Howie Long, Scott Glenn, William Forsythe, Suzy Amis"
Needful Things,Drama|Horror,Fraser C. Heston,"Max von Sydow, Ed Harris, Bonnie Bedelia, Amanda Plummer"
Pecker,Comedy|Drama,John Waters,"Edward Furlong, Christina Ricci, Bess Armstrong, Mark Joy"
Shame,Drama,Steve McQueen,"Michael Fassbender, Lucy Walters, Mari-Ange Ramirez, James Badge Dale"
Puss in Boots,Adventure|Animation|Comedy|Fantasy|IMAX,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton"
Premium Rush,Action|Thriller,David Koepp,"Joseph Gordon-Levitt, Dania Ramirez, Sean Kennedy, Kym Perfetto"
Monsters University,Adventure|Animation|Comedy,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren"
Despicable Me 2,Animation|Children|Comedy|IMAX,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove"
City Hall,Drama|Thriller,Harold Becker,"Al Pacino, John Cusack, Bridget Fonda, Danny Aiello"
Before and After,Drama|Mystery,Barbet Schroeder,"Meryl Streep, Liam Neeson, Edward Furlong, Julia Weldon"
Bloodsport 2,Action,Alan Mehrez,"Daniel Bernhardt, Pat Morita, Donald Gibb, James Hong"
Daylight,Action|Adventure|Drama|Thriller,Rob Cohen,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya"
Extreme Measures,Drama|Thriller,Michael Apted,"Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse"
Metro,Action|Comedy|Crime|Drama|Thriller,Thomas Carter,"Eddie Murphy, Kim Miyori, Art Evans, James Carpenter"
Rosewood,Action|Drama,John Singleton,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill"
Kissing Jessica Stein,Comedy|Romance,Charles Herman-Wurmfeld,"Jennifer Westfeldt, Tovah Feldshuh, Esther Wurmfeld, Hillel Friedman"
Antwone Fisher,Drama,Denzel Washington,"Derek Luke, Malcolm David Kelley, Cory Hodges, Denzel Washington"
Confidence,Crime|Thriller,James Foley,"Edward Burns, Rachel Weisz, Morris Chestnut, Leland Orser"
Sahara,Action|Adventure|Comedy,Breck Eisner,"Jude Akuwudike, Mark Aspinall, Rakie Ayola, Christopher Bello"
Elizabethtown,Comedy|Drama|Romance,Cameron Crowe,"Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin"
Charlotte's Web,Children|Comedy|Drama|Fantasy,Gary Winick,"Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey"
Smokin' Aces,Action|Crime|Drama|Thriller,Joe Carnahan,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco"
Ghost Rider,Action|Fantasy|Thriller,Mark Steven Johnson,"Matt Long, Raquel Alessi, Brett Cullen, Peter Fonda"
Music and Lyrics,Comedy|Romance,Marc Lawrence,"Hugh Grant, Scott Porter, Nick Bacon, Andrew Wyatt"
Canadian Bacon,Comedy|War,Michael Moore,"John Candy, Alan Alda, Rhea Perlman, Kevin Pollak"
Burnt by the Sun,Drama,Nikita Mikhalkov,"Oleg Menshikov, Nikita Mikhalkov, Ingeborga Dapkunaite, Nadezhda Mikhalkova"
Mrs. Parker and the Vicious Circle,Drama,Alan Rudolph,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher"
Blue Sky,Drama|Romance,Tony Richardson,"Jessica Lange, Tommy Lee Jones, Powers Boothe, Carrie Snodgress"
Brother,Crime|Drama,Takeshi Kitano,"Takeshi Kitano, Omar Epps, Claude Maki, Masaya Katô"
Intact,Thriller,Quentin Dupuy,"Quentin Dupuy, Jefferson Vieux"
Blue in the Face,Comedy|Drama,"Paul Auster, Wayne Wang, Harvey Wang","Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham"
Getting Even with Dad,Comedy,Howard Deutch,"Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek"
Mud,Adventure|Crime|Drama,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland"
Sin City: A Dame to Kill For,Action|Crime|Thriller,"Frank Miller, Robert Rodriguez","Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt"
Zoolander 2,Comedy,Ben Stiller,"Justin Bieber, Jon Daly, Penélope Cruz, Ben Stiller"
Hunt for the Wilderpeople,Adventure|Comedy,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House"
Kubo and the Two Strings,Adventure|Animation|Children|Fantasy,Travis Knight,"Art Parkinson, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa"
Howards End,Drama,James Ivory,"Vanessa Redgrave, Helena Bonham Carter, Joseph Bennett, Emma Thompson"
Sweet November,Drama|Romance,Pat O'Connor,"Keanu Reeves, Charlize Theron, Jason Isaacs, Greg Germann"
Reversal of Fortune,Drama,Barbet Schroeder,"Glenn Close, Jeremy Irons, Ron Silver, Annabella Sciorra"
Longtime Companion,Drama,Norman René,"Campbell Scott, Patrick Cassidy, John Dossett, Mary-Louise Parker"
Passenger 57,Action|Thriller,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher"
Stuck on You,Comedy,"Bobby Farrelly, Peter Farrelly","Matt Damon, Greg Kinnear, Eva Mendes, Wen Yann Shih"
Touching the Void,Adventure|Documentary,Kevin Macdonald,"Brendan Mackey, Nicholas Aaron, Richard Hawking, Joe Simpson"
Pure Country,Drama|Musical|Romance,Christopher Cain,"George Strait, Lesley Ann Warren, Isabel Glasser, Kyle Chandler"
Ghost in the Shell: Stand Alone Complex - The Laughing Man,Action|Animation|Crime|Sci-Fi,Kenji Kamiyama,"Alison Matthews, Russell Roberts, David Kaye, Trevor Devall"
Head-On,Drama|Romance,Fatih Akin,"Birol Ünel, Güven Kiraç, Zarah Jane McKenzie, Stefan Gebelhoff"
Renaissance Man,Comedy|Drama,Penny Marshall,"Danny DeVito, Gregory Hines, James Remar, Ed Begley Jr."
She's the One,Comedy|Romance,Edward Burns,"John Mahoney, Edward Burns, Michael McGlone, Maxine Bahns"
And the Band Played On,Drama,Roger Spottiswoode,"Matthew Modine, Alan Alda, Patrick Bauchau, Nathalie Baye"
"Happy, Texas",Comedy,Mark Illsley,"Jeremy Northam, Steve Zahn, William H. Macy, Ally Walker"
Bird on a Wire,Action|Comedy|Romance,John Badham,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke"
O,Drama,Tim Blake Nelson,"Mekhi Phifer, Martin Sheen, Josh Hartnett, Andrew Keegan"
Once Upon a Time in Mexico,Action|Adventure|Crime|Thriller,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke"
Connie and Carla,Comedy,Michael Lembeck,"Nia Vardalos, Toni Collette, David Duchovny, Stephen Spinella"
Paper Clips,Documentary,"Elliot Berlin, Joe Fab","Tom Bosley, Casey Condra, Cassie Crabtree, Rachel Gleitman"
Wit,Drama,Mike Nichols,"Emma Thompson, Christopher Lloyd, Eileen Atkins, Audra McDonald"
Tuesdays with Morrie,Drama,Mick Jackson,"Jack Lemmon, Hank Azaria, Wendy Moniz, Caroline Aaron"
Asylum,Romance|Thriller,Roy Ward Baker,"Barbara Parkins, Richard Todd, Sylvia Syms, Peter Cushing"
Man of the Year,Comedy|Thriller,Barry Levinson,"Robin Williams, Christopher Walken, Laura Linney, Lewis Black"
For Your Consideration,Comedy,Christopher Guest,"Catherine O'Hara, Stephen Rannazzisi, Ed Begley Jr., Eugene Levy"
Message in a Bottle,Romance,Luis Mandoki,"Kevin Costner, Robin Wright, Paul Newman, John Savage"
Miss Potter,Drama,Chris Noonan,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn"
My Week with Marilyn,Drama,Simon Curtis,"Michelle Williams, Eddie Redmayne, Julia Ormond, Kenneth Branagh"
Nightwatch,Horror|Thriller,Ole Bornedal,"Anais Evans, Ewan McGregor, Nick Nolte, Erich Anderson"
Mary and Max,Animation|Comedy|Drama,Adam Elliot,"Toni Collette, Philip Seymour Hoffman, Barry Humphries, Eric Bana"
Jupiter Ascending,Action|Adventure|Sci-Fi,"Lana Wachowski, Lilly Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne"
Greenfingers,Comedy|Drama,Joel Hershman,"Clive Owen, Helen Mirren, David Kelly, Warren Clarke"
Jalla! Jalla!,Comedy|Drama|Romance,Josef Fares,"Fares Fares, Torkel Petersson, Tuva Novotny, Laleh Pourkarim"
Spanglish,Comedy|Drama|Romance,James L. Brooks,"Adam Sandler, Téa Leoni, Paz Vega, Cloris Leachman"
Nico Icon,Documentary,Susanne Ofteringer,"Nico, Tina Aumont, Christian Päffgen, Edith Boulogne"
Land and Freedom,Drama|War,Ken Loach,"Ian Hart, Rosana Pastor, Icíar Bollaín, Tom Gilroy"
Stalingrad,Drama|War,Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph"
Basic,Drama|Thriller|War,John McTiernan,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly"
Presumed Innocent,Crime|Drama|Thriller,Alan J. Pakula,"Harrison Ford, Brian Dennehy, Raul Julia, Bonnie Bedelia"
Non-Stop,Action|Mystery|Thriller,Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery"
The BFG,Children|Fantasy,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement"
The Do-Over,Comedy,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn"
Teenage Mutant Ninja Turtles: Out of the Shadows,Action|Adventure|Comedy,Dave Green,"Megan Fox, Will Arnett, Laura Linney, Stephen Amell"
Weiner,Documentary,"Josh Kriegman, Elyse Steinberg","Anthony Weiner, Huma Abedin, Jordan Zain Weiner, Barbara Morgan"
Split,Drama|Horror|Thriller,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson"
Kong: Skull Island,Action|Adventure|Fantasy,Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly"
Gifted,Drama,Marc Webb,"Chris Evans, Mckenna Grace, Lindsay Duncan, Octavia Spencer"
Spirit: Stallion of the Cimarron,Adventure|Animation|Children|Western,"Kelly Asbury, Lorna Cook","Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet"
What a Girl Wants,Comedy|Drama|Romance,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins"
Loser,Comedy,Amy Heckerling,"Jason Biggs, Mena Suvari, Zak Orth, Thomas Sadoski"
Coyote Ugly,Comedy|Drama|Romance,David McNally,"Piper Perabo, Adam Garcia, John Goodman, Maria Bello"
Hero Wanted,Action|Crime|Drama|Thriller,Brian Smrz,"Cuba Gooding Jr., Ray Liotta, Norman Reedus, Kim Coates"
Mutant Chronicles,Action|Adventure|Sci-Fi,Simon Hunter,"Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee"
Bangkok Dangerous,Action|Crime|Thriller,"Danny Pang, Oxide Chun Pang","Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee"
Jack Brooks: Monster Slayer,Action|Comedy|Horror,Jon Knautz,"Robert Englund, Trevor Matthews, Daniel Kash, David Fox"
The Dog Lover,Drama,Alex Ranarivelo,"James Remar, Lea Thompson, Jayson Blair, Allison Paige"
Dear Frankie,Drama|Romance,Shona Auerbach,"Emily Mortimer, Jack McElhone, Mary Riggans, Sharon Small"
Akeelah and the Bee,Drama,Doug Atchison,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong"
Joe the King,Crime|Drama,Frank Whaley,"Noah Fleiss, Karen Young, Camryn Manheim, Austin Pendleton"
"Cry, the Beloved Country",Drama,Darrell Roodt,"James Earl Jones, Richard Harris, Vusi Kunene, Charles S. Dutton"
Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,Farhad Mann,"Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget"
Two Bits,Drama,James Foley,"Jerry Barone, Mary Elizabeth Mastrantonio, Al Pacino, Patrick Borriello"
Big Bully,Comedy|Drama,Steve Miner,"Rick Moranis, Tom Arnold, Julianne Phillips, Carol Kane"
Mary Reilly,Drama|Horror|Thriller,Stephen Frears,"Julia Roberts, John Malkovich, George Cole, Michael Gambon"
Two Much,Comedy|Romance,Fernando Trueba,"Antonio Banderas, Melanie Griffith, Daryl Hannah, Danny Aiello"
Moll Flanders,Drama,Pen Densham,"Robin Wright, Morgan Freeman, Stockard Channing, John Lynch"
Eddie,Comedy,Steve Rash,"Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins"
Faithful,Comedy,Paul Mazursky,"Cher, Chazz Palminteri, Ryan O'Neal, Paul Mazursky"
Celtic Pride,Comedy,Tom DeCerchio,"Damon Wayans, Daniel Stern, Dan Aykroyd, Gail O'Grady"
Last Dance,Drama,Bruce Beresford,"Sharon Stone, Rob Morrow, Randy Quaid, Peter Gallagher"
Alaska,Adventure|Children,Fraser C. Heston,"Thora Birch, Vincent Kartheiser, Dirk Benedict, Charlton Heston"
Joe's Apartment,Comedy|Fantasy|Musical,John Payson,"Jerry O'Connell, Megan Ward, Billy West, Reginald Hudlin"
High School High,Comedy,Hart Bochner,"Jon Lovitz, Tia Carrere, Louise Fletcher, Mekhi Phifer"
Dear God,Comedy,Garry Marshall,"Greg Kinnear, Laurie Metcalf, Maria Pitillo, Tim Conway"
Ghosts of Mississippi,Drama,Rob Reiner,"Alec Baldwin, James Woods, Virginia Madsen, Whoopi Goldberg"
4 Little Girls,Documentary,Spike Lee,"Maxine McNair, Chris McNair, Helen Pegues, Queen Nunn"
Jeepers Creepers,Horror,Victor Salva,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher"
Rock Star,Comedy|Drama|Musical,Stephen Herek,"Mark Wahlberg, Jennifer Aniston, Dominic West, Jason Bonham"
Vacancy,Horror|Thriller,Nimród Antal,"Kate Beckinsale, Luke Wilson, Frank Whaley, Ethan Embry"
Show Me Love,Drama|Romance,Lukas Moodysson,"Alexandra Dahlström, Rebecka Liljeberg, Erica Carlson, Mathias Rust"
Along Came Polly,Comedy|Romance,John Hamburg,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing"
Open Water,Drama|Thriller,Chris Kentis,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson"
Pooh's Heffalump Movie,Animation|Children,Frank Nissen,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie"
Be Cool,Comedy|Crime|Musical,F. Gary Gray,"John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer"
Thirteen,Drama,Catherine Hardwicke,"Nikki Reed, Evan Rachel Wood, Vanessa Hudgens, Holly Hunter"
Brick,Crime|Drama|Film-Noir|Mystery,Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss"
Shortbus,Comedy|Drama|Romance,John Cameron Mitchell,"Paul Dawson, Lindsay Beamish, Adam Hardman, Sook-Yin Lee"
Rocky Balboa,Action|Drama,Sylvester Stallone,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes"
Audition,Drama|Horror|Mystery|Romance|Thriller,Takashi Miike,"Ryo Ishibashi, Eihi Shiina, Tetsu Sawaki, Jun Kunimura"
Zach Galifianakis: Live at the Purple Onion,Comedy|Documentary,Michael Blieden,"Zach Galifianakis, Joe Wagner, Brian Unger"
Vampire Hunter D: Bloodlust,Animation|Fantasy|Horror|Sci-Fi,Yoshiaki Kawajiri,"Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee"
Buried,Mystery|Thriller,Rodrigo Cortés,"Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky"
Win Win,Comedy|Drama,Tom McCarthy,"Paul Giamatti, Amy Ryan, Bobby Cannavale, Jeffrey Tambor"
Bernie,Comedy|Crime|Drama,Richard Linklater,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman"
Compliance,Drama|Thriller,Craig Zobel,"Ann Dowd, Matt Servitto, Dreama Walker, Pat Healy"
Before Midnight,Drama|Romance,Richard Linklater,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior"
Dead Presidents,Action|Crime|Drama,"Albert Hughes, Allen Hughes","Larenz Tate, Keith David, Chris Tucker, Freddy Rodríguez"
Coldblooded,Comedy,Wallace Wolodarsky,"Jason Priestley, Kimberly Williams-Paisley, Peter Riegert, Robert Loggia"
2 Days in the Valley,Crime|Film-Noir,John Herzfeld,"Danny Aiello, Greg Cruttwell, Jeff Daniels, Teri Hatcher"
Together,Comedy|Drama|Romance,Lukas Moodysson,"Lisa Lindgren, Michael Nyqvist, Emma Samuelsson, Sam Kessel"
Green Street Hooligans,Crime|Drama,Lexi Alexander,"Elijah Wood, Charlie Hunnam, Claire Forlani, Marc Warren"
Revolver,Crime|Drama|Thriller,Guy Ritchie,"Jason Statham, Ray Liotta, Vincent Pastore, André Benjamin"
Hitman,Action|Crime|Thriller,Xavier Gens,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper"
Fool's Gold,Action|Adventure|Comedy|Romance,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena"
Meet Dave,Adventure|Children|Comedy|Romance|Sci-Fi,Brian Robbins,"Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan"
Deep Rising,Action|Horror|Sci-Fi,Stephen Sommers,"Treat Williams, Famke Janssen, Anthony Heald, Kevin J. O'Connor"
Soldier,Action|Sci-Fi|War,Paul W.S. Anderson,"Kurt Russell, Jason Scott Lee, Jason Isaacs, Connie Nielsen"
Virus,Horror|Sci-Fi,John Bruno,"Jamie Lee Curtis, William Baldwin, Donald Sutherland, Joanna Pacula"
Lake Placid,Horror|Thriller,Steve Miner,"Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson"
Monster-in-Law,Comedy|Romance,Robert Luketic,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes"
Dan in Real Life,Comedy|Drama|Romance,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, Alison Pill"
Submarine,Comedy|Drama|Romance,Richard Ayoade,"Noah Taylor, Paddy Considine, Craig Roberts, Yasmin Paige"
22 Jump Street,Action|Comedy|Crime,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell"
Poison Ivy II,Drama|Thriller,Anne Goursaud,"Alyssa Milano, Johnathon Schaech, Xander Berkeley, Belinda Bauer"
In the Mouth of Madness,Horror|Thriller,John Carpenter,"Sam Neill, Julie Carmen, Jürgen Prochnow, David Warner"
Triangle,Drama|Horror|Mystery|Thriller,Christopher Smith,"Melissa George, Joshua McIvor, Jack Taylor, Michael Dorman"
Warrior,Drama,Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison"
Coherence,Drama|Mystery|Sci-Fi|Thriller,James Ward Byrkit,"Emily Baldoni, Maury Sterling, Nicholas Brendon, Lorene Scafaria"
Last of the Dogmen,Adventure|Western,Tab Murphy,"Tom Berenger, Barbara Hershey, Kurtwood Smith, Steve Reevis"
Red Lights,Drama|Mystery|Thriller,Rodrigo Cortés,"Cillian Murphy, Sigourney Weaver, Robert De Niro, Toby Jones"
Legally Blondes,Children|Comedy,Savage Steve Holland,"Milly Rosso, Becky Rosso, Christopher Cousins, Brittany Curran"
Superstar,Comedy,Bruce McCulloch,"Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams"
Where the Money Is,Comedy|Drama,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes"
Point Break,Action|Crime|Thriller,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty"
Fresh,Crime|Drama|Thriller,Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright"
Diamonds,Mystery,John Asher,"Kirk Douglas, Dan Aykroyd, Corbin Allred, Lauren Bacall"
